"time","NO2"
1743462957786,
1743463032954,4.747209162
1743463101175,
1743463169410,4.791370452
1743463237631,4.879693033
1743463305861,
1743463374820,4.868789807
1743463442309,
1743463510542,4.85308013
1743463578885,4.775660775
1743463647213,4.815564001
1743463715546,4.845822065
1743463783955,4.869983355
1743463852190,4.887531743
1743463920462,4.876047872
1743463988636,4.883305936
1743464056864,4.86940271
1743464125950,4.869983355
1743464193316,4.857305936
1743464261544,4.854273678
1743464329767,4.890564001
1743464397997,4.853660775
1743464466342,4.840370452
1743464534471,4.847628517
1743464670926,4.842176904
1743464739153,4.876047872
1743464807381,4.908693033
1743464875603,4.796822065
1743464943835,4.756886581
1743465012580,4.858499484
1743465080286,4.844596259
1743465148509,4.811918839
1743465216729,4.795596259
1743465284963,4.762338194
1743465421417,4.726047872
1743465489641,4.840370452
1743465557859,4.808918839
1743465626920,4.89540271
1743465694317,4.860338194
1743465762609,4.883918839
1743465899200,4.855499484
1743465981110,4.829467226
1743466057858,4.799854323
1743466134602,4.902047872
1743466211354,4.833725291
1743466288102,4.907499484
1743466431494,4.871209162
1743466499719,4.828273678
1743466567947,4.814338194
1743466636183,4.880273678
1743545299788,
1743547364370,
1743548081994,4.807693033
1743548148493,4.808918839
1743548215100,4.824628517
1743548281518,4.812531743
1743548348390,4.837338194
1743548414557,4.834918839
1743548481620,4.814370452
1743548547584,4.819789807
1743548614910,4.824628517
1743548747120,4.822822065
1743548813631,4.807112388
1743548880146,4.720596259
1743548952159,4.686144646
1743549018569,4.562144646
1743549084947,4.550047872
1743549151349,4.443596259
1743549350545,4.204693033
1743549416939,3.879886581
1743549483348,4.307499484
1743549549743,3.795789807
1743549616139,3.892564001
1743549748931,3.97424142
1743549815335,3.656693033
1743549881742,3.580499484
1743549948125,3.830886581
1743550014531,3.991789807
1743550080927,3.407499484
1743550147333,3.440757549
1743550213731,3.852660775
1743550280131,3.531499484
1743550346532,3.432886581
1743550412923,3.408693033
1743550545732,3.670596259
1743550612124,3.509112388
1743550678529,3.772209162
1743550744924,3.52240271
1743550811321,3.569596259
1743550877729,3.625854323
1743550944125,3.49640271
1743551010525,3.967564001
1743551143318,3.867789807
1743551209718,3.923434968
1743551276144,3.769789807
1743551342543,3.728047872
1743551408941,4.02324142
1743551541732,4.023209162
1743551608132,3.928273678
1743551674535,3.744983355
1743551746535,4.000854323
1743551812933,4.005693033
1743551879327,3.95608013
1743551945723,3.787951097
1743552012125,4.133305936
1743552078529,4.110338194
1743552144921,4.251854323
1743552211321,3.858725291
1743552410518,3.921015613
1743552476916,3.952467226
1743552543323,3.820596259
1743552609717,3.867176904
1743552676119,3.821822065
1743552742517,3.926434968
1743552808909,3.566564001
1743552875312,3.918596259
1743552941716,3.720209162
1743553074506,4.293596259
1743553146400,4.057693033
1743553212720,3.591370452
1743553279490,4.160531743
1743553345377,4.095822065
1743553411697,3.59924142
1743553544361,3.706273678
1743553677120,3.860531743
1743553743347,3.703854323
1743553809672,3.688757549
1743553875989,3.763144646
1743553942335,3.835725291
1743554008770,3.757693033
1743554075197,3.793983355
1743554141638,3.611951097
1743554208130,3.847209162
1743554274470,4.155693033
1743554340791,3.884725291
1743554407115,4.017176904
1743554473449,3.991789807
1743554539771,4.032305936
1743554606910,4.144789807
1743554672430,3.966370452
1743554805780,3.877467226
1743554871405,3.799434968
1743554937736,3.980886581
1743555004850,3.870209162
1743555070414,3.924015613
1743555136743,3.994209162
1743555203590,4.006305936
1743555269381,3.836338194
1743555335718,3.813951097
1743555402390,3.856305936
1743555468370,3.828467226
1743555534699,3.907112388
1743555601185,3.793983355
1743555667353,3.780693033
1743555733668,3.633112388
1743555800300,3.853886581
1743555866331,3.772209162
1743556065318,3.973628517
1743556131645,3.812144646
1743556197975,4.024434968
1743556264290,3.84540271
1743556330628,3.573822065
1743556396956,3.737757549
1743556463273,3.787951097
1743556529607,3.959112388
1743556662259,3.824854323
1743556728583,3.996628517
1743556794910,3.836338194
1743556861243,3.700854323
1743556927568,3.713564001
1743557060218,3.741370452
1743557126546,3.837531743
1743557192868,4.035918839
1743557325527,3.785531743
1743557390809,3.826660775
1743557457134,3.913144646
1743557523456,3.901660775
1743557589789,3.922209162
1743557722437,4.117596259
1743557788765,4.090370452
1743557921415,3.84540271
1743557993295,3.85508013
1743558066257,3.676660775
1743558145847,3.895015613
1743558212166,3.814564001
1743558285127,3.94640271
1743558363632,3.968789807
1743558429971,4.111531743
1743558496284,4.111531743
1743558562610,3.915564001
1743558628972,3.937951097
1743558695295,3.837531743
1743558761622,3.826660775
1743558827942,3.740757549
1743558960624,4.097015613
1743559026927,3.956693033
1743559159580,3.955499484
1743559231457,4.00024142
1743559304418,4.041370452
1743559377376,3.82724142
1743559450331,3.968789807
1743559523288,4.097015613
1743559595160,4.003854323
1743559661493,3.852660775
1743559794136,3.958499484
1743559860555,3.824822065
1743559926788,3.953660775
1743560059452,3.87140271
1743560125783,3.782499484
1743560192111,3.660918839
1743560335859,3.885305936
1743560408821,3.883499484
1743560481774,3.792176904
1743560554751,3.911338194
1743560627692,3.803047872
1743560699566,3.717789807
1743560765893,3.90224142
1743560832216,3.842983355
1743560898548,3.96940271
1743560964874,3.997209162
1743561031190,3.910725291
1743561163929,3.908305936
1743561230193,3.641564001
1743561296498,3.830273678
1743561362832,3.688144646
1743561429162,3.705693033
1743561495476,4.090370452
1743561561807,4.045596259
1743561628143,4.020209162
1743561694461,4.040757549
1743561760792,4.048015613
1743561827126,4.074628517
1743561893559,4.028660775
1743561959994,4.081886581
1743562026427,3.988757549
1743562092939,4.082499484
1743562159255,3.882918839
1743562225594,3.720789807
1743562291927,3.827854323
1743562424599,3.896822065
1743562490915,3.852660775
1743562557253,3.937338194
1743562623571,4.017789807
1743562689903,3.902854323
1743562756230,3.938564001
1743562822551,4.083693033
1743562888874,3.95608013
1743562955204,3.876854323
1743563021535,4.003886581
1743563154192,3.694789807
1743563220569,3.664564001
1743563286839,3.689338194
1743563353163,3.692370452
1743563419492,3.95124142
1743563485818,3.966370452
1743563552143,3.994209162
1743563684802,3.635531743
1743563751122,3.841176904
1743563883774,3.999628517
1743563950105,3.97424142
1743564016444,3.887757549
1743564149960,3.991789807
1743564220966,3.92524142
1743564293927,3.942176904
1743564366885,3.954273678
1743564439839,3.916789807
1743564512805,3.906499484
1743564584677,3.921596259
1743564651500,3.818789807
1743564717325,3.800047872
1743564783652,3.912531743
1743564849985,3.890176904
1743564916309,3.803660775
1743564982637,3.971822065
1743565048970,3.844176904
1743565115288,3.734112388
1743565181662,3.922209162
1743565247949,3.772209162
1743565314268,3.82908013
1743565380618,3.939144646
1743565446918,3.900434968
1743565513255,3.749822065
1743565579577,3.778886581
1743565645898,3.881693033
1743565712224,3.983305936
1743565911209,4.10608013
1743565977578,3.840564001
1743566043902,4.227660775
1743566110224,4.139370452
1743566176544,4.092176904
1743566309198,4.203467226
1743566375527,4.169596259
1743566441864,4.169596259
1743566508192,4.271822065
1743566574513,4.060112388
1743566640835,4.035338194
1743566707161,4.079467226
1743566773492,4.034112388
1743566839815,4.003273678
1743566906143,4.100015613
1743566972470,4.05408013
1743567105121,4.149628517
1743567176999,4.018983355
1743567249955,3.960338194
1743567395871,4.078273678
1743567468832,4.063757549
1743567541784,3.976660775
1743567620286,4.04440271
1743567693251,4.00508013
1743567772831,4.029273678
1743567852425,4.095209162
1743567930928,3.989338194
1743568004230,3.934918839
1743568076847,3.741983355
1743568149799,3.902273678
1743568222756,3.749822065
1743568294637,3.764951097
1743568360961,3.862951097
1743568427284,3.760725291
1743568493611,3.783112388
1743568559940,3.737725291
1743568626265,3.763757549
1743568692595,3.938564001
1743568758923,3.917983355
1743568825251,3.841789807
1743568891578,3.808499484
1743569024224,3.818176904
1743569090546,3.790370452
1743569156873,3.912531743
1743569223203,3.908918839
1743569289529,3.931886581
1743569355853,4.02324142
1743569422188,3.973015613
1743569488509,4.003273678
1743569554844,3.963338194
1743569621171,4.082499484
1743569687496,4.068596259
1743569753859,4.077047872
1743569820368,4.076467226
1743569886723,4.004467226
1743569953158,4.037757549
1743570019663,4.009918839
1743570085990,4.039564001
1743570152317,3.971209162
1743570284975,3.896209162
1743570351304,3.956693033
1743570417626,3.853273678
1743570483950,3.87624142
1743570550276,3.885918839
1743570616605,3.942789807
1743570682929,4.002047872
1743570749255,3.757693033
1743570815580,3.789757549
1743570948229,3.989951097
1743571014563,4.040757549
1743571080882,4.092789807
1743571147217,3.901660775
1743571213545,3.979693033
1743571279872,3.927660775
1743571346192,3.986951097
1743571412521,3.896209162
1743571545196,3.849628517
1743571611504,3.85508013
1743571677826,3.791564001
1743571744155,3.974854323
1743571810478,3.97424142
1743571876804,3.858112388
1743571943126,3.990564001
1743572009462,3.841789807
1743572075791,3.830886581
1743572142123,3.877467226
1743572208451,3.886531743
1743572274777,3.835725291
1743572341103,3.688757549
1743572407430,3.787951097
1743572473756,3.759531743
1743572539380,3.74924142
1743572605360,3.543596259
1743572671684,3.595596259
1743572804333,3.767370452
1743572870674,3.864144646
1743572936993,3.749822065
1743573003319,3.810918839
1743573069644,3.734112388
1743573135978,3.902273678
1743573202299,3.939757549
1743573268620,3.893789807
1743573406859,4.053467226
1743573473189,4.093983355
1743573539508,4.005693033
1743573605840,3.935531743
1743573672166,3.960338194
1743573738487,3.885918839
1743573804808,3.842983355
1743574004115,3.95308013
1743574070134,3.982693033
1743574136460,3.843596259
1743574202786,3.83208013
1743574269112,3.815144646
1743574335433,3.948822065
1743574401769,3.777047872
1743574468870,3.588338194
1743574534424,3.858725291
1743574667710,3.988144646
1743574733400,3.530886581
1743574799723,3.922209162
1743574866520,3.864144646
1743574932371,3.898015613
1743574998698,3.794596259
1743575065240,3.626467226
1743575131362,3.604660775
1743575264129,3.49824142
1743575330337,3.482499484
1743575396658,3.645209162
1743575462991,3.887757549
1743575529320,3.927660775
1743575595641,3.886531743
1743575661968,3.921628517
1743575728293,3.895596259
1743575794616,3.789144646
1743575927282,3.901047872
1743575993607,4.109725291
1743576059940,4.072822065
1743576126265,3.942176904
1743576192586,3.873822065
1743576258908,4.089757549
1743576325241,3.757693033
1743576391567,3.911951097
1743576524221,3.564144646
1743576590551,3.813338194
1743576656876,3.833305936
1743576723202,3.818789807
1743576789526,3.867789807
1743576855857,3.687531743
1743576922191,3.836338194
1743576988537,3.763757549
1743577054861,3.733499484
1743577121185,3.596209162
1743577187518,3.65124142
1743577253842,3.755886581
1743577320167,3.544789807
1743577386497,3.738951097
1743577452826,3.812757549
1743577519146,3.916757549
1743577584436,4.181693033
1743577650873,4.00508013
1743577783736,4.100047872
1743577850253,4.081305936
1743577916572,4.157499484
1743577982898,4.060112388
1743578049231,3.994176904
1743578115554,4.211338194
1743578181883,4.093983355
1743578248209,4.038338194
1743578314534,4.162951097
1743578447189,4.064951097
1743578513511,4.178660775
1743578579840,4.151467226
1743578712494,4.108499484
1743578778820,4.157499484
1743578845147,4.141757549
1743578911474,4.224015613
1743579044190,4.121822065
1743579110451,4.276660775
1743579176780,4.30024142
1743579243103,4.198015613
1743579309435,4.066757549
1743579375762,4.254886581
1743579442860,4.217370452
1743579508417,3.970015613
1743579574744,3.96940271
1743579707395,4.10308013
1743579773723,4.086144646
1743579840540,4.24640271
1743579906375,4.115176904
1743579972703,4.173822065
1743580039290,3.790370452
1743580105356,3.992370452
1743580171689,4.102467226
1743580304340,3.956693033
1743580370672,3.955499484
1743580436996,3.807918839
1743580569659,4.072209162
1743580641552,3.886531743
1743580714506,4.138757549
1743580787468,3.876854323
1743580860482,4.141144646
1743580933381,4.12908013
1743581005259,4.045596259
1743581204232,4.235531743
1743581270567,4.19924142
1743581336891,4.132112388
1743581403212,4.089144646
1743581469536,4.05408013
1743581535870,4.008725291
1743581602198,3.888951097
1743581734850,3.982693033
1743581806732,4.039564001
1743581879691,4.041983355
1743581952642,3.640370452
1743582025600,3.622822065
1743582170433,4.032305936
1743582236768,4.063757549
1743582303920,4.15024142
1743582369416,4.027467226
1743582435738,4.215564001
1743582502630,4.112144646
1743582568402,4.106693033
1743582634716,4.014144646
1743582701520,4.011725291
1743582767379,3.977273678
1743582900270,4.132693033
1743582966361,4.017789807
1743583032679,3.806693033
1743583099500,3.944596259
1743583165337,4.135725291
1743583231664,4.004467226
1743583364309,4.224015613
1743583430638,3.99540271
1743583496971,3.814564001
1743583563288,4.075854323
1743583629616,4.111531743
1743583695946,3.802467226
1743583762273,3.819983355
1743583828603,3.858725291
1743583894935,4.093983355
1743583961264,4.151434968
1743584027589,4.280273678
1743584093918,4.233693033
1743584160318,4.314144646
1743584226570,4.144789807
1743584292925,4.25308013
1743584359247,4.356499484
1743584425578,4.378854323
1743584491902,4.210112388
1743584624552,4.077047872
1743584690884,4.294789807
1743584757212,4.05408013
1743584823537,4.056499484
1743584889852,4.276660775
1743584956194,4.153273678
1743585022521,4.078273678
1743585088838,3.985112388
1743585155160,4.130886581
1743585221498,4.102467226
1743585354149,4.050434968
1743585420566,4.129660775
1743585486817,3.926467226
1743585553245,4.168983355
1743585619671,3.922209162
1743585686120,4.107886581
1743585752619,4.069176904
1743585885282,4.104273678
1743585951604,4.09824142
1743586017928,4.182305936
1743586084255,4.069789807
1743586150584,4.14540271
1743586216907,3.999628517
1743586283233,4.113338194
1743586349564,3.954273678
1743586421435,4.099434968
1743586487766,4.084918839
1743586554880,4.139370452
1743586620462,3.971209162
1743586686749,4.071015613
1743586753710,4.045596259
1743586819400,4.175660775
1743586885727,4.149628517
1743586952550,3.970596259
1743587084708,4.147209162
1743587151250,3.800047872
1743587217358,3.94640271
1743587283686,4.095209162
1743587350800,4.006886581
1743587416338,4.011112388
1743587482660,3.896822065
1743587548991,3.766789807
1743587615315,4.167176904
1743587681652,4.259725291
1743587747974,4.195015613
1743587814305,4.296596259
1743587880648,4.352273678
1743587946985,4.322628517
1743588013314,4.100015613
1743588079633,3.784918839
1743588145963,3.769176904
1743588212291,4.100628517
1743588344948,4.263338194
1743588411275,4.291757549
1743588477599,4.25124142
1743588543926,4.234918839
1743588610245,4.301467226
1743588676578,4.306273678
1743588742901,4.337144646
1743588809228,4.312338194
1743588875573,4.371628517
1743588941888,4.332305936
1743589008209,4.383112388
1743589074533,4.251854323
1743589140863,4.359499484
1743589207190,4.371596259
1743589273521,4.360725291
1743589339840,4.371628517
1743589406171,4.314144646
1743589605156,4.39340271
1743589671485,4.403047872
1743589737813,4.379467226
1743589804135,4.243983355
1743589870460,4.17324142
1743590003114,4.358918839
1743590069441,4.348628517
1743590135769,4.331693033
1743590202970,4.47140271
1743590268429,4.453854323
1743590334752,4.386725291
1743590401750,4.205886581
1743590467405,4.23008013
1743590533728,4.375854323
1743590600570,4.266983355
1743590665331,4.347434968
1743590731658,4.288144646
1743590864346,4.436338194
1743590930640,4.336531743
1743590996970,4.346822065
1743591063298,4.351660775
1743591129625,4.363144646
1743591195949,4.383112388
1743591262276,4.296628517
1743591328611,4.23008013
1743591461255,4.361338194
1743591527634,4.277854323
1743591660317,4.263951097
1743591792923,4.029886581
1743591864808,4.33108013
1743592010723,4.355273678
1743592083670,4.407918839
1743592156631,4.426047872
1743592235138,4.384918839
1743592301464,4.361951097
1743592367792,4.224628517
1743592434120,4.387338194
1743592500521,4.464144646
1743592566775,4.408499484
1743592699427,4.490757549
1743592765750,4.394596259
1743592832790,4.355886581
1743592964732,4.472628517
1743593031540,4.470789807
1743593097380,4.407886581
1743593163714,4.392176904
1743593230360,4.40308013
1743593296368,4.184725291
1743593429128,4.42908013
1743593501115,4.342564001
1743593574299,4.477467226
1743593647321,4.579660775
1743593720294,4.532499484
1743593793233,4.390983355
1743593865117,4.516176904
1743593997763,4.453273678
1743594064910,4.492596259
1743594263680,4.541564001
1743594329389,4.548822065
1743594395725,4.557305936
1743594462470,4.606273678
1743594528375,4.337144646
1743594594699,4.418789807
1743594673206,4.372822065
1743594739535,4.418789807
1743594812487,4.53008013
1743594885449,4.49440271
1743594958419,4.304467226
1743595036911,4.557305936
1743595103236,4.521628517
1743595169573,4.562144646
1743595235888,4.485918839
1743595302240,4.460531743
1743595368576,4.440564001
1743595434899,4.530693033
1743595567545,4.440564001
1743595633884,4.410918839
1743595700216,4.495596259
1743595766541,4.413951097
1743595832874,4.494983355
1743595965521,4.542176904
1743596098169,4.506499484
1743596170530,4.49440271
1743596243200,4.533725291
1743596315960,4.557305936
1743596388917,4.619596259
1743596461884,4.594789807
1743596533755,4.547015613
1743596600770,4.534918839
1743596666406,4.585725291
1743596732734,4.555499484
1743596865392,4.521628517
1743596931726,4.57724142
1743596998430,4.566983355
1743597064362,4.519176904
1743597130691,4.534305936
1743597197150,4.525854323
1743597329668,4.492596259
1743597401545,4.550047872
1743597474495,4.575434968
1743597547459,4.57424142
1743597620422,4.47624142
1743597693382,4.532499484
1743597771882,4.46840271
1743597904532,4.525854323
1743597970864,4.531305936
1743598037185,4.522209162
1743598103516,4.556693033
1743598169840,4.535531743
1743598236173,4.562144646
1743598302495,4.519209162
1743598368823,4.490757549
1743598435144,4.464757549
1743598501473,4.586951097
1743598567795,4.533725291
1743598634127,4.563338194
1743598700455,4.491370452
1743598766782,4.48108013
1743598833109,4.533693033
1743598965787,4.451467226
1743599032118,4.571822065
1743599098445,4.596015613
1743599164764,4.612338194
1743599236638,4.626854323
1743599302962,4.567596259
1743599435630,4.527660775
1743599501946,4.532499484
1743599568273,4.522209162
1743599634607,4.47140271
1743599701700,4.408499484
1743599833585,4.631693033
1743599899943,4.534305936
1743599966246,4.516176904
1743600032567,4.561531743
1743600165229,4.468983355
1743600231543,4.609918839
1743600297874,4.611144646
1743600364205,4.627467226
1743600430523,4.60024142
1743600496858,4.488951097
1743600563181,4.506499484
1743600629506,4.533112388
1743600695838,4.510725291
1743600762164,4.534918839
1743600828495,4.598434968
1743600894809,4.479886581
1743600961147,4.447209162
1743601027463,4.554886581
1743601093796,4.593596259
1743601160119,4.568176904
1743601226449,4.550660775
1743601425541,4.651047872
1743601491974,4.604467226
1743601558411,4.581499484
1743601624921,4.553660775
1743601691249,4.50708013
1743601757576,4.573015613
1743601823897,4.52040271
1743601890222,4.627467226
1743602022874,4.540370452
1743602089203,4.596596259
1743602155532,4.604467226
1743602221854,4.604467226
1743602288187,4.547628517
1743602354516,4.618983355
1743602420843,4.507693033
1743602487163,4.495015613
1743602553506,4.52040271
1743602686185,4.56940271
1743602752509,4.589951097
1743602818834,4.620209162
1743602885163,4.606305936
1743602951486,4.514338194
1743603017819,4.628660775
1743603084145,4.628660775
1743603150461,4.609305936
1743603283122,4.604467226
1743603349444,4.620209162
1743603415774,4.67040271
1743603481530,4.705467226
1743603547388,4.444789807
1743603613801,4.658918839
1743603680320,4.675854323
1743603746361,4.588144646
1743603812698,4.582693033
1743603945342,4.637144646
1743604011675,4.571209162
1743604077996,4.565176904
1743604144316,4.604467226
1743604210646,4.54640271
1743604276978,4.597822065
1743604343297,4.573015613
1743604409627,4.552467226
1743604475951,4.61840271
1743604542273,4.557918839
1743604608597,4.575434968
1743604674937,4.630467226
1743604741252,4.612338194
1743604807583,4.566370452
1743604873909,4.533725291
1743604940230,4.591176904
1743605006556,4.562144646
1743605072885,4.487144646
1743605205537,4.545822065
1743605271865,4.562144646
1743605338190,4.597209162
1743605404525,4.610531743
1743605470847,4.589951097
1743605537184,4.556693033
1743605669830,4.583918839
1743605736155,4.554886581
1743605802486,4.612338194
1743605868813,4.42240271
1743605935139,4.604467226
1743606001506,4.511338194
1743606067785,4.633499484
1743606134114,4.522209162
1743606200464,4.640176904
1743606266786,4.604467226
1743606465776,4.548822065
1743606532102,4.583918839
1743606664757,4.560918839
1743606736638,4.504660775
1743606809590,4.574822065
1743606882543,4.582112388
1743606955490,4.472015613
1743607028455,4.590564001
1743607106960,4.629886581
1743607185473,4.533725291
1743607265580,4.532499484
1743607338800,4.517983355
1743607496108,4.50224142
1743607569640,4.516176904
1743607648659,4.453886581
1743607721613,4.563338194
1743607787940,4.542176904
1743607860891,4.480499484
1743607939393,4.57908013
1743608072610,4.554886581
1743608204702,4.562144646
1743608271280,4.528273678
1743608337355,4.540370452
1743608470150,4.568789807
1743608536342,4.526434968
1743608602663,4.47140271
1743608674541,4.588144646
1743608746418,4.511338194
1743608819379,4.49924142
1743608892338,4.525854323
1743608965289,4.47808013
1743609184162,4.572434968
1743609256300,4.49924142
1743609335621,4.506499484
1743609415205,4.586338194
1743609500354,4.590564001
1743609573418,4.514951097
1743609646483,4.637144646
1743609719542,4.576660775
1743609792681,4.54640271
1743609865641,4.625660775
1743610003860,4.615951097
1743610070196,4.602047872
1743610136525,4.485918839
1743610202849,4.624434968
1743610269184,4.645596259
1743610335498,4.578467226
1743610401822,4.57908013
1743610468145,4.553660775
1743610534482,4.528854323
1743610667133,4.523434968
1743610733459,4.507693033
1743610799784,4.508918839
1743610866113,4.480467226
1743610932444,4.491983355
1743610998770,4.436338194
1743611065930,4.478660775
1743611131416,4.537951097
1743611264690,4.531305936
1743611330402,4.42908013
1743611396722,4.583918839
1743611463460,4.580886581
1743611529368,4.511951097
1743611662300,4.505886581
1743611728361,4.506499484
1743611794689,4.322628517
1743611861110,4.497434968
1743611927341,4.585725291
1743611993682,4.540951097
1743612059996,4.545822065
1743612131869,4.580273678
1743612198195,4.611725291
1743612264520,4.467789807
1743612330851,4.565176904
1743612463509,4.518596259
1743612529836,4.485338194
1743612662481,4.447822065
1743612728801,4.589951097
1743612795130,4.647434968
1743612861460,4.496822065
1743612927782,4.606305936
1743612994116,4.490757549
1743613126765,4.65708013
1743613193980,4.530693033
1743613259414,4.400660775
1743613392690,4.593596259
1743613458396,4.542176904
1743613524720,4.589951097
1743613591560,4.539757549
1743613723737,4.438144646
1743613790600,4.521015613
1743613856389,4.509531743
1743613922718,4.480499484
1743613989470,4.542176904
1743614055363,4.563951097
1743614121695,4.560305936
1743614188190,4.612951097
1743614254354,4.478660775
1743614386994,4.564564001
1743614453329,4.559112388
1743614519657,4.371596259
1743614585980,4.422434968
1743614652301,4.498015613
1743614718637,4.527660775
1743614851286,4.556693033
1743614983935,4.551854323
1743615050273,4.426047872
1743615116598,4.551854323
1743615182923,4.427854323
1743615249240,4.483499484
1743615315575,4.541564001
1743615381896,4.441789807
1743615448231,4.421209162
1743615514561,4.478660775
1743615647210,4.506499484
1743615713542,4.367370452
1743615779875,4.456273678
1743615846201,4.306273678
1743615912522,4.39340271
1743615978849,4.491983355
1743616045181,4.313564001
1743616111499,4.540370452
1743616244153,4.522822065
1743616310486,4.432693033
1743616375770,4.411531743
1743616442940,4.465951097
1743616508414,4.335918839
1743616575480,4.450854323
1743616641740,4.449047872
1743616707396,4.573628517
1743616773719,4.537951097
1743616972702,4.562757549
1743617039270,4.606886581
1743617105360,4.53008013
1743617171681,4.525854323
1743617238400,4.491370452
1743617304342,4.42908013
1743617370700,4.430886581
1743617503565,4.571822065
1743617569992,4.49440271
1743617636506,4.545209162
1743617702835,4.501660775
1743617769160,4.565757549
1743617835483,4.410918839
1743617901806,4.439370452
1743617968138,4.598434968
1743618034465,4.439370452
1743618167124,4.464144646
1743618233446,4.580886581
1743618299770,4.485338194
1743618366960,4.436951097
1743618432441,4.37524142
1743618498746,4.497434968
1743618565820,4.541564001
1743618631400,4.363144646
1743618764510,4.462951097
1743618830389,4.324434968
1743618896712,4.365564001
1743618963330,4.52040271
1743619029358,4.505886581
1743619095690,4.383112388
1743619228342,4.315983355
1743619427327,4.524047872
1743619493653,4.458725291
1743619559983,4.284531743
1743619626312,4.343789807
1743619692635,4.500434968
1743619758967,4.554273678
1743619825298,4.417564001
1743619891618,4.513757549
1743620024272,4.465370452
1743620096142,4.447209162
1743620169109,4.560338194
1743620242550,4.56940271
1743620315180,4.533725291
1743620387976,4.359531743
1743620459848,4.562144646
1743620526180,4.441176904
1743620658834,4.57240271
1743620725158,4.562757549
1743620791474,4.441789807
1743620924129,4.458725291
1743620990460,4.392176904
1743621056809,4.447209162
1743621123143,4.336531743
1743621189472,4.424854323
1743621255787,4.529467226
1743621322117,4.532499484
1743621388446,4.463564001
1743621454769,4.417596259
1743621521115,4.550660775
1743621587435,4.508918839
1743621653763,4.524628517
1743621720950,4.502854323
1743621786419,4.509499484
1743621852741,4.563951097
1743621919670,4.500434968
1743621985402,4.517370452
1743622051722,4.49440271
1743622184376,4.466564001
1743622250703,4.495596259
1743622317250,4.465370452
1743622383358,4.359499484
1743622449682,4.446628517
1743622516110,4.498628517
1743622582332,4.402467226
1743622648666,4.517983355
1743622714992,4.522209162
1743622781318,4.40124142
1743622847639,4.573628517
1743622913970,4.580273678
1743622980470,4.464144646
1743623046627,4.459305936
1743623112949,4.481693033
1743623179275,4.61840271
1743623245597,4.426047872
1743623444803,4.261531743
1743623577234,4.346822065
1743623643566,4.466564001
1743623709894,4.367983355
1743623776224,4.371015613
1743623842545,4.453854323
1743623908876,4.40124142
1743623975202,4.341370452
1743624041531,4.249434968
1743624107852,4.355273678
1743624174187,4.41940271
1743624240518,4.30024142
1743624306832,4.418789807
1743624373161,4.437531743
1743624439488,4.447209162
1743624505809,4.411531743
1743624572140,4.391564001
1743624770970,4.450854323
1743624836433,4.469596259
1743624902759,4.347434968
1743624969860,4.495596259
1743625035501,4.308112388
1743625101734,4.521015613
1743625234507,4.325047872
1743625306487,4.34440271
1743625372926,4.596015613
1743625439435,4.435725291
1743625505759,4.455693033
1743625572800,4.359499484
1743625638413,4.565757549
1743625704737,4.377660775
1743625909266,4.457499484
1743625982227,4.392789807
1743626055504,4.449015613
1743626128137,4.421209162
1743626201900,4.416370452
1743626279603,4.498628517
1743626345919,4.461725291
1743626412253,4.444176904
1743626544904,4.422434968
1743626611233,4.425434968
1743626743883,4.379467226
1743626810212,4.381886581
1743626876535,4.313564001
1743626942868,4.388564001
1743627009190,4.317789807
1743627075513,4.423015613
1743627141842,4.477467226
1743627208181,4.404886581
1743627274504,4.306273678
1743627407159,4.271822065
1743627479380,4.216757549
1743627551990,4.074628517
1743627624950,4.363757549
1743627770865,4.327467226
1743627842742,4.242789807
1743627914620,4.417596259
1743627986495,4.372822065
1743628066830,4.416983355
1743628145669,4.531305936
1743628231885,4.473209162
1743628303763,4.503467226
1743628376722,4.462338194
1743628449696,4.524628517
1743628522663,4.317176904
1743628595620,4.283918839
1743628674125,4.43208013
1743628740478,4.498015613
1743628806777,4.447822065
1743628873980,4.408499484
1743628939421,4.330499484
1743629005752,4.405467226
1743629072860,4.121209162
1743629204887,4.345596259
1743629337386,4.201047872
1743629403711,4.139951097
1743629470530,4.352273678
1743629536370,4.33108013
1743629602701,4.276660775
1743629669280,4.421209162
1743629735354,4.372209162
1743629801682,4.420596259
1743629868900,4.288757549
1743630000784,4.394596259
1743630066985,4.239144646
1743630133315,4.324434968
1743630199636,4.340757549
1743630265970,4.255499484
1743630332294,4.279693033
1743630464949,4.239757549
1743630531280,4.314757549
1743630597606,4.40608013
1743630663930,4.015370452
1743630730250,4.338951097
1743630796579,4.371628517
1743630862907,4.303273678
1743630929233,4.366757549
1743630995567,4.433305936
1743631061891,4.467789807
1743631128219,4.358918839
1743631194540,4.355273678
1743631260892,4.444789807
1743631327191,4.13208013
1743631459854,4.336531743
1743631526182,4.512531743
1743631592500,4.421822065
1743631725159,4.299015613
1743631791487,4.35708013
1743631857815,4.438144646
1743631924147,4.335338194
1743631990476,4.382499484
1743632189486,4.386144646
1743632261366,4.286338194
1743632334317,4.299628517
1743632407286,4.411531743
1743632480242,4.453273678
1743632553200,4.366176904
1743632631707,4.183499484
1743632698330,4.420015613
1743632764357,4.27908013
1743632830679,4.196822065
1743632897120,4.281499484
1743633029660,4.394596259
1743633095983,4.527660775
1743633162326,4.412757549
1743633228756,4.388531743
1743633295200,4.487725291
1743633361632,4.331693033
1743633428160,4.481693033
