"time","Umidade"
1743877469118,58.31
1743877535514,58.34
1743877601913,58.33
1743877668312,58.34
1743877734708,58.33
1743877801119,58.34
1743877867504,58.34
1743878011504,58.36
1743878077904,58.34
1743878144302,58.35
1743878210708,58.36
1743878277219,58.37
1743878343717,58.41
1743878476810,58.35
1743878543213,58.35
1743878609606,58.36
1743878676300,58.39
1743878742402,58.37
1743878808817,58.41
1743878875201,58.4
1743878941600,58.41
1743879008100,58.39
1743879074407,58.43
1743879140828,58.38
1743879207203,58.41
1743879290397,58.41
1743879356790,58.42
1743879423195,58.44
1743879489596,58.45
1743879561588,58.42
1743879627999,58.43
1743879694393,58.43
1743879760790,58.44
1743879827186,58.45
1743879899184,58.39
1743880043193,58.4
1743880109594,58.45
1743880176200,58.54
1743880242402,58.6
1743880308793,58.57
1743880375204,58.54
1743880441610,58.55
1743880508100,58.55
1743880574401,58.54
1743880646404,58.53
1743880712799,58.54
1743880779203,58.53
1743880845600,58.52
1743880912100,58.6
1743880978681,58.57
1743881044792,58.57
1743881177597,58.55
1743881243994,58.5
1743881310433,58.56
1743881443198,58.56
1743881509601,58.55
1743881575993,58.6
1743881642408,58.6
1743881708798,58.58
1743881775200,58.59
1743881841587,58.6
1743881908140,58.61
1743881979983,58.63
1743882046390,58.59
1743882112794,58.62
1743882179188,58.62
1743882245585,58.62
1743882378391,58.64
1743882444809,58.64
1743882511216,58.6
1743882577616,58.64
1743882644160,58.62
1743882710412,58.61
1743882776820,58.64
1743882909616,58.66
1743882976140,58.64
1743883042412,58.63
1743883108807,58.64
1743883175212,58.66
1743883241611,58.67
1743883308100,58.62
1743883374417,58.59
1743883440818,58.67
1743883518407,58.68
1743883584803,58.67
1743883651209,58.68
1743883717626,58.68
1743883784290,58.65
1743883850427,58.66
1743883916831,58.66
1743883983233,58.65
1743884055229,58.67
1743884121625,58.67
1743884188260,58.66
1743884254425,58.65
1743884320839,58.66
1743884387238,58.67
1743884453628,58.66
1743884520340,58.68
1743884586436,58.7
1743884730423,58.67
1743884796829,58.7
1743884863227,58.68
1743884929639,58.69
1743884996230,58.68
1743885062424,58.65
1743885128826,58.69
1743885195218,58.7
1743885261619,58.66
1743885328170,58.65
1743885394421,58.65
1743885460819,58.71
1743885527213,58.68
1743885593620,58.7
1743885660140,58.67
1743885726423,58.67
1743885859216,58.67
1743885925619,58.71
1743886003203,58.7
1743886069607,58.69
1743886136160,58.71
1743886202536,58.71
1743886269350,58.65
1743886335666,58.73
1743886402115,58.67
1743886468734,58.71
1743886534922,58.7
1743886601326,58.68
1743886667714,58.69
1743886734115,58.71
1743886800588,58.68
1743886866921,58.71
1743886999717,58.72
1743887066121,58.72
1743887132516,58.74
1743887198911,58.72
1743887359731,58.72
1743887426126,58.74
1743887492521,58.73
1743887558924,58.76
1743887625329,58.71
1743887691722,58.74
1743887758130,58.74
1743887824529,58.75
1743887896516,58.77
1743887962918,58.75
1743888034913,58.74
1743888101317,58.76
1743888173316,58.77
1743888239717,58.77
1743888306116,58.81
1743888438914,58.8
1743888505323,58.75
1743888571717,58.8
1743888638120,58.8
1743888704520,58.81
1743888770918,58.82
1743888837327,58.82
1743888903713,58.83
1743889036515,58.83
1743889102918,58.82
1743889169313,58.82
1743889235711,58.85
1743889302114,58.83
1743889368519,58.85
1743889440627,58.82
1743889506905,58.85
1743889639710,58.81
1743889706103,58.86
1743889772510,58.84
1743889838908,58.82
1743889905314,58.84
1743889971704,58.87
1743890038101,58.85
1743890104506,58.84
1743890237306,58.84
1743890303709,58.86
1743890370117,58.83
1743890436511,58.87
1743890502903,58.86
1743890569313,58.83
1743890635716,58.85
1743890702113,58.87
1743890779706,58.87
1743890846106,58.85
1743890912538,58.88
1743890978916,58.84
1743891045333,58.87
1743891111728,58.88
1743891178126,58.87
1743891377328,58.83
1743891443728,58.89
1743891510122,58.88
1743891576519,58.88
1743891642925,58.88
1743891709333,58.88
1743891775722,58.9
1743891842120,58.94
1743891908516,58.91
1743891974920,58.91
1743892041321,58.91
1743892113308,58.93
1743892179726,58.9
1743892246107,58.9
1743892312515,58.93
1743892378919,58.92
1743892445324,58.92
1743892578111,58.91
1743892644515,58.94
1743892710915,58.93
1743892777314,58.93
1743892843710,58.93
1743892910107,58.94
1743892976511,58.94
1743893042910,58.96
1743893175718,58.93
1743893242113,58.95
1743893308508,59
1743893374900,58.96
1743893452503,58.94
1743893519185,58.97
1743893585297,58.95
1743893718960,58.96
1743893784495,58.94
1743893850955,58.95
1743893917301,58.96
1743893983703,58.93
1743894050217,58.96
1743894116717,58.97
1743894183222,58.95
1743894316202,58.95
1743894382595,58.98
1743894449186,58.95
1743894515405,58.92
1743894581800,58.9
1743894648224,58.94
1743894720330,58.95
1743894858608,58.95
1743894925100,58.97
1743894991415,58.99
1743895057816,58.94
1743895124209,58.95
1743895190608,58.94
1743895257120,58.96
1743895323404,58.95
1743895389809,58.94
1743895456215,58.94
1743895522609,58.93
1743895589200,58.93
1743895655398,58.93
1743895721805,58.95
1743895788204,58.95
1743895854603,58.94
1743895921100,58.95
1743895987410,58.94
1743896065200,58.94
1743896131406,58.94
1743896197815,58.92
1743896264219,58.92
1743896330610,58.94
1743896397140,58.94
1743896463411,58.93
1743896529812,58.92
1743896596209,58.94
1743896662613,58.9
1743896729206,58.92
1743896795411,58.94
1743896861807,58.92
1743896928211,58.93
1743896994614,58.92
1743897061700,58.94
1743897127406,58.94
1743897193807,58.91
1743897271401,58.9
1743897337800,58.94
1743897404204,58.89
1743897470606,58.88
1743897536998,58.88
1743897603402,58.91
1743897669802,58.91
1743897802597,58.91
1743897869215,58.91
1743897935396,58.94
1743898068202,58.87
1743898134597,58.87
1743898200999,58.92
1743898267424,58.91
1743898333827,58.91
1743898400226,58.87
1743898466628,58.87
1743898533220,58.89
1743898671420,58.83
1743898737818,58.84
1743898804211,58.87
1743898937100,58.86
1743899003415,58.83
1743899069813,58.85
1743899136214,58.86
1743899202614,58.88
1743899269110,58.82
1743899335410,58.84
1743899401815,58.83
1743899468207,58.89
1743899534609,58.82
1743899601900,58.85
1743899667414,58.83
1743899733810,58.86
1743899800214,58.84
1743899866615,58.84
1743899944208,58.85
1743900076996,58.82
1743900143413,58.83
1743900209809,58.8
1743900276206,58.84
1743900342604,58.8
1743900409400,58.84
1743900475408,58.8
1743900541810,58.84
1743900608206,58.83
1743900674600,58.78
1743900741200,58.79
1743900807397,58.84
1743900873796,58.78
1743900940197,58.82
1743901006595,58.82
1743901072990,58.79
1743901139393,58.81
1743901277784,58.76
1743901344189,58.77
1743901410584,58.8
1743901476990,58.73
1743901543383,58.76
1743901609788,58.83
1743901676190,58.79
1743901742583,58.76
1743901808978,58.75
1743901875397,58.71
1743901941904,58.74
1743902008434,58.76
1743902074940,58.73
1743902141532,58.75
1743902207936,58.73
1743902274334,58.73
1743902340738,58.68
1743902407133,58.74
1743902479128,58.71
1743902545531,58.74
1743902611935,58.73
1743902744728,58.7
1743902811127,58.66
1743902877528,58.68
1743902943930,58.71
1743903076732,58.64
1743903209531,58.62
1743903281533,58.57
1743903354628,58.59
1743903427726,58.61
1743903500826,58.57
1743903573927,58.57
1743903651527,58.59
1743903717920,58.6
1743903784325,58.6
1743903917121,58.56
1743903983520,58.56
1743904055516,58.57
1743904121943,58.57
1743904188332,58.56
1743904254721,58.54
1743904326715,58.54
1743904459518,58.54
1743904525915,58.53
1743904592321,58.55
1743904658717,58.53
1743904725117,58.53
1743904791515,58.51
1743904857915,58.51
1743904924308,58.49
1743905057117,58.45
1743905123509,58.48
1743905189912,58.48
1743905256316,58.48
1743905322709,58.48
1743905389113,58.46
1743905455514,58.48
1743905521909,58.45
1743905660355,58.49
1743905726755,58.44
1743905793156,58.48
1743905859557,58.44
1743905925955,58.41
1743905992350,58.47
1743906058758,58.41
1743906125158,58.39
1743906324358,58.39
1743906390754,58.36
1743906457153,58.39
1743906523554,58.38
1743906589946,58.38
1743906656348,58.33
1743906722747,58.34
1743906855538,58.33
1743906938734,58.33
1743907005141,58.3
1743907082731,58.29
1743907149133,58.29
1743907221137,58.31
1743907293133,58.29
1743907359525,58.27
1743907425926,58.27
1743907492327,58.26
1743907564322,58.27
1743907697123,58.28
1743907763514,58.28
1743907829922,58.25
1743907896317,58.21
1743907962716,58.22
1743908029110,58.24
1743908101125,58.2
1743908167528,58.21
1743908239519,58.22
1743908305924,58.21
1743908372321,58.2
1743908438724,58.19
1743908505118,58.21
1743908571514,58.21
1743908637920,58.16
1743908704314,58.19
1743908837113,58.17
1743908903508,58.12
1743908969911,58.14
1743909036303,58.14
1743909102711,58.15
1743909169105,58.17
1743909235507,58.21
1743909301932,58.15
1743909368331,58.16
1743909501119,58.15
1743909573127,58.11
1743909639516,58.11
1743909705915,58.13
1743909772321,58.1
1743909838732,58.11
1743909905235,58.11
1743910038248,58.16
1743910104826,58.1
1743910171226,58.07
1743910237622,58.09
1743910304200,58.11
1743910370422,58.11
1743910436820,58.11
1743910503223,58.08
1743910569617,58.11
1743910636100,58.11
1743910702415,58.13
1743910768813,58.05
1743910835211,58.1
1743910907212,58.05
1743910973616,58.1
1743911040200,58.11
1743911106413,58.09
1743911239205,58.07
1743911305599,58.06
1743911372700,58.05
1743911438404,58.05
1743911504796,58.08
1743911571202,58.07
1743911637606,58.03
1743911703999,58.04
1743911836799,58.05
1743911903195,58.07
1743911969598,58.05
1743912035996,58.08
1743912102394,58.05
1743912168799,58.01
1743912235202,58.02
1743912301590,58
1743912367991,58.03
1743912567186,58.07
1743912633592,58.02
1743912699989,58.02
1743912766390,58.06
1743912832790,58.05
1743912899503,58.03
1743912965617,58.01
1743913098414,58.02
1743913164802,58.05
1743913297610,58.08
1743913364000,58.04
1743913430406,58.03
1743913496804,58.03
1743913563208,58.03
1743913629607,58.1
1743913695995,58.06
1743913762400,58.06
1743913828796,58.05
1743913895192,58.03
1743913961594,58.08
1743914027993,58.02
1743914094400,58.04
1743914160799,58.04
1743914227192,58.04
1743914359988,58.09
1743914426396,58.09
1743914492791,58.03
1743914559186,58.07
1743914625586,58.04
1743914691982,58.05
1743914758379,58.04
1743914824775,58.09
1743914957578,58.05
1743915023974,58.07
1743915090384,58.08
1743915156774,58.08
1743915222139,58.06
1743915288539,58.08
1743915354931,58.12
1743915421342,58.07
1743915487729,58.08
1743915620527,58.1
1743915686923,58.08
1743915753332,58.13
1743915819728,58.1
1743915886124,58.07
1743915952524,58.08
1743916018933,58.07
1743916085331,58.07
1743916218121,58.08
1743916284516,58.08
1743916350926,58.08
1743916417318,58.11
1743916550146,58.08
1743916616542,58.09
1743916682936,58.08
1743916749333,58.1
1743916815736,58.09
1743916882140,58.09
1743916948537,58.11
1743917014932,58.09
1743917081336,58.1
1743917147734,58.08
1743917214137,58.1
1743917280569,58.06
1743917346936,58.1
1743917479724,58.11
1743917546130,58.08
1743917612519,58.12
1743917678926,58.07
1743917745331,58.08
1743917811834,58.11
1743917878346,58.09
1743917944970,58.12
1743918144228,58.11
1743918210635,58.11
1743918277330,58.1
1743918343428,58.15
1743918409832,58.12
1743918476224,58.1
1743918542631,58.1
1743918609270,58.1
1743918741820,58.12
1743918808229,58.12
1743918874618,58.09
1743918941250,58.14
1743919007418,58.12
1743919073816,58.09
1743919140279,58.13
1743919206617,58.12
1743919339419,58.1
1743919405812,58.12
1743919472213,58.08
1743919537575,58.13
1743919603968,58.13
1743919670368,58.12
1743919736774,58.1
1743919803170,58.11
1743919869577,58.12
1743919935978,58.12
1743920002371,58.11
1743920068775,58.09
1743920135192,58.09
1743920201604,58.12
1743920267997,58.1
1743920334404,58.11
1743920400802,58.11
1743920467191,58.11
1743920599991,58.08
1743920666391,58.11
1743920732785,58.09
1743920799189,58.1
1743920865584,58.08
1743920998391,58.08
1743921064791,58.08
1743921203187,58.07
1743921269647,58.08
1743921335981,58.12
1743921402381,58.1
1743921468783,58.06
1743921535188,58.09
1743921667980,58.1
1743921800770,58.1
1743921867178,58.1
1743921933578,58.08
1743921999972,58.07
1743922066374,58.1
1743922132775,58.07
1743922199173,58.07
1743922265573,58.08
1743922398366,58.1
1743922464771,58.08
1743922531166,58.09
1743922597569,58.05
1743922663966,58.1
1743922730365,58.06
1743922796761,58.08
1743922863164,58.11
1743922929554,58.1
1743922995963,58.06
1743923062356,58.06
1743923128755,58.06
1743923195152,58.04
1743923261550,58.08
1743923327952,58.04
1743923394353,58.09
1743923460753,58.06
1743923527151,58.08
1743923659948,58.1
1743923726347,58.06
1743923792758,58.07
1743923859180,58.09
1743923925576,58.05
1743923991971,58.06
1743924058379,58.07
1743924124773,58.06
1743924257577,58.09
1743924323974,58.05
1743924390367,58.1
1743924456786,58.08
1743924523171,58.05
1743924655969,58.08
1743924722365,58.05
1743924788762,58.03
1743924855158,58.05
1743924921560,58.07
1743924987960,58.04
1743925054362,58.02
1743925120763,58.06
1743925187162,58.06
1743925253564,58.03
1743925320112,58.07
1743925386362,58.05
1743925518125,58.05
1743925584528,58.03
1743925651370,58.04
1743925717545,58.05
1743925784540,58.01
1743925850629,58.06
1743925917340,58.04
1743925983422,58.05
1743926049831,58.01
1743926116228,58.04
1743926182628,58.01
1743926249300,57.98
1743926315426,58.02
1743926448228,58.01
1743926514620,58.02
1743926581270,58.02
1743926647420,58.06
1743926780221,57.99
1743926846624,58.01
1743926913220,58.04
1743926979423,58.03
1743927045822,58.01
1743927112213,58.01
1743927178619,58
1743927245160,58.03
1743927377811,58
1743927444250,57.97
1743927510639,57.99
1743927577390,58.02
1743927643442,57.96
1743927709834,57.94
1743927776232,58.05
1743927842644,57.96
1743927909430,57.96
1743927975438,57.96
1743928041846,57.96
1743928108238,57.99
1743928174641,57.93
1743928241360,57.96
1743928307438,57.96
1743928373834,57.95
1743928440331,57.95
1743928506634,57.96
1743928639435,57.94
1743928705826,57.95
1743928838621,57.94
1743928905270,57.96
1743928971428,57.96
1743929037823,57.97
1743929237280,57.94
1743929303422,57.95
1743929370142,57.95
1743929436214,57.93
1743929502616,57.96
1743929569230,57.92
1743929635423,57.95
1743929701819,57.95
1743929767190,57.95
1743929899983,57.95
1743930032784,57.93
1743930110380,57.9
1743930183475,57.87
1743930256572,57.87
1743930329682,57.86
1743930402778,57.92
1743930474779,57.88
1743930541181,57.83
1743930607575,57.85
1743930740373,57.87
1743930806773,57.85
1743930873167,57.86
1743930939572,57.85
1743931005966,57.84
1743931072400,57.83
1743931138790,57.83
1743931205196,57.83
1743931337988,57.79
1743931404395,57.81
1743931470784,57.79
1743931537188,57.8
1743931603590,57.83
1743931669993,57.79
1743931819580,57.78
1743931885988,57.79
1743931952386,57.79
1743932018784,57.8
1743932085204,57.78
1743932157178,57.77
1743932223583,57.79
1743932301179,57.79
1743932373175,57.77
1743932439568,57.79
1743932505972,57.78
1743932572368,57.79
1743932638773,57.82
1743932705184,57.78
1743932777170,57.8
1743932854765,57.78
1743932987559,57.75
1743933053965,57.81
1743933120461,57.78
1743933258765,57.76
1743933325158,57.8
1743933397157,57.82
1743933463550,57.74
1743933529962,57.78
1743933601995,57.79
1743933668486,57.75
1743933801594,57.79
1743933868640,57.75
1743933934466,57.76
1743934000863,57.78
1743934067264,57.75
1743934133665,57.78
1743934200434,57.76
1743934266465,57.73
1743934465663,57.71
1743934532680,57.74
1743934598463,57.75
1743934676660,57.73
1743934742452,57.73
1743934808879,57.72
1743934875272,57.74
1743934941673,57.75
1743935013672,57.73
1743935146472,57.72
1743935240866,57.7
1743935312868,57.72
1743935379263,57.69
1743935456853,57.68
1743935523257,57.7
1743935589657,57.69
1743935656550,57.72
1743935728460,57.71
1743935794452,57.69
1743935860860,57.66
1743935927254,57.69
1743935993651,57.69
1743936060530,57.68
1743936126450,57.69
1743936259251,57.66
1743936325654,57.69
1743936392460,57.66
1743936458449,57.68
1743936524847,57.65
1743936591245,57.65
1743936724340,57.64
1743936790436,57.65
1743936856836,57.64
1743936923235,57.64
1743936989644,57.64
1743937061637,57.64
1743937128370,57.64
1743937194427,57.66
1743937260833,57.62
1743937327237,57.66
1743937460320,57.64
1743937526427,57.6
1743937592844,57.65
1743937659230,57.62
1743937725624,57.59
1743937792260,57.6
1743937858437,57.62
1743937924827,57.57
1743938057624,57.6
1743938124220,57.56
1743938190755,57.58
1743938256824,57.62
1743938340200,57.59
1743938406412,57.55
1743938544839,57.56
1743938611239,57.57
1743938677643,57.52
1743938744370,57.54
1743938810441,57.52
1743938876836,57.56
1743938943235,57.54
1743939009642,57.55
1743939076400,57.55
1743939142434,57.54
1743939208828,57.53
1743939275227,57.52
1743939341634,57.56
1743939408290,57.47
1743939540828,57.51
1743939607228,57.53
1743939740220,57.53
1743939806433,57.49
1743939878426,57.48
1743940011227,57.48
1743940077634,57.48
1743940144250,57.45
1743940210427,57.48
1743940276828,57.48
1743940343220,57.48
1743940409624,57.45
1743940476230,57.45
1743940542420,57.49
1743940608821,57.45
1743940675217,57.43
1743940741623,57.43
1743940808170,57.39
1743940940810,57.4
1743941073622,57.43
1743941145615,57.4
1743941218712,57.4
1743941364915,57.38
1743941438180,57.38
1743941510130,57.39
1743941576416,57.33
1743941642927,57.38
1743941709437,57.38
1743941775939,57.4
1743941842525,57.35
1743941975330,57.36
1743942041723,57.38
1743942108136,57.34
1743942174546,57.36
1743942240949,57.34
1743942307350,57.3
1743942506548,57.29
1743942578558,57.33
1743942651641,57.32
1743942724739,57.28
1743942797838,57.29
1743942870941,57.27
1743942942945,57.26
1743943009342,57.27
1743943075737,57.27
1743943142152,57.25
1743943208540,57.29
1743943341333,57.26
1743943407733,57.26
1743943474135,57.25
1743943540525,57.2
1743943606929,57.21
1743943673328,57.25
1743943739733,57.21
1743943806134,57.21
1743943872529,57.23
1743943938934,57.2
1743944005331,57.2
1743944071730,57.2
1743944138128,57.17
1743944215721,57.16
1743944282126,57.17
1743944348525,57.2
1743944481312,57.15
1743944547726,57.13
1743944614114,57.15
1743944813316,57.16
1743944879725,57.17
1743944951716,57.15
1743945024809,57.14
1743945097915,57.08
1743945171900,57.12
1743945244113,57.08
1743945334160,57.07
1743945406360,57.12
1743945538825,57.08
1743945605227,57.05
1743945671628,57.07
1743945738230,57.05
1743945804416,57.08
1743945870857,57.09
1743945937254,57.04
1743946003646,57.05
1743946070520,57.02
1743946136451,57.04
1743946202854,57.07
1743946269250,57.07
1743946335643,57.04
1743946402500,56.97
1743946468453,57
1743946534847,57.01
1743946601253,57.01
1743946667651,57
1743946739642,57.01
1743946806420,56.98
1743946938836,56.99
1743947005239,56.97
1743947071642,57
1743947138440,57
1743947204440,56.98
1743947270843,56.96
1743947337244,56.93
1743947403639,56.94
1743947470430,56.95
1743947536443,56.98
1743947602842,56.95
1743947669240,56.98
1743947735638,56.94
1743947802470,56.95
1743947868445,56.96
1743947934842,56.93
1743948001464,56.9
1743948139643,56.91
1743948206380,56.93
1743948272445,56.96
1743948338837,56.97
1743948405242,56.89
1743948538390,56.93
1743948604436,56.93
1743948737260,56.91
1743948803639,56.91
1743948870360,56.9
1743948936437,56.92
1743949002841,56.86
1743949069235,56.87
1743949135639,56.86
1743949202660,56.88
1743949268444,56.85
1743949401238,56.86
1743949467637,56.83
1743949534670,56.88
1743949600571,56.86
1743949667770,56.86
1743949733593,56.82
1743949800170,56.82
1743949866572,56.83
1743949999370,56.84
1743950065770,56.81
1743950132169,56.79
1743950198566,56.8
1743950264966,56.82
1743950331365,56.82
1743950397757,56.83
1743950464165,56.81
1743950530558,56.8
1743950596962,56.85
1743950663357,56.79
1743950729758,56.84
1743950796159,56.81
1743950862554,56.77
1743950995355,56.83
1743951061753,56.82
1743951128153,56.77
1743951194551,56.78
1743951260961,56.79
1743951327352,56.78
1743951393754,56.78
1743951460150,56.77
1743951526548,56.77
1743951592938,56.77
1743951659346,56.82
1743951725757,56.82
1743951924954,56.77
1743952002547,56.77
1743952075645,56.78
1743952148744,56.79
1743952221847,56.78
1743952294948,56.76
1743952366944,56.78
1743952433341,56.81
1743952499745,56.76
1743952566139,56.75
1743952765336,56.81
1743952831739,56.77
1743952898139,56.77
1743952964540,56.76
1743953030941,56.77
1743953097333,56.73
1743953163740,56.73
1743953296742,56.78
1743953368556,56.79
1743953441660,56.77
1743953514760,56.76
1743953587856,56.76
1743953660958,56.76
1743953732969,56.82
1743953799372,56.75
1743953865784,56.72
1743953932177,56.76
1743953998562,56.77
1743954064963,56.74
1743954197759,56.76
1743954264161,56.76
1743954330880,56.74
1743954396957,56.77
1743954463371,56.77
1743954529764,56.75
1743954596159,56.74
1743954662561,56.75
1743954728956,56.75
1743954795357,56.8
1743954861762,56.76
1743954928151,56.8
1743955000160,56.81
1743955066552,56.8
1743955132947,56.77
1743955199352,56.78
1743955265758,56.82
1743955398552,56.8
1743955464956,56.78
1743955531345,56.81
1743955597756,56.81
1743955664153,56.81
1743955730552,56.81
1743955796955,56.81
1743955863352,56.82
1743955929755,56.76
1743956062554,56.82
1743956128958,56.82
1743956195355,56.78
1743956261758,56.82
1743956333745,56.8
1743956400145,56.86
1743956466552,56.82
1743956599346,56.8
1743956665746,56.83
1743956732151,56.82
1743956798560,56.8
1743956864973,56.81
1743956931371,56.84
1743956997772,56.83
1743957064174,56.83
1743957130567,56.84
1743957196976,56.84
1743957263370,56.82
1743957462574,56.85
1743957540375,56.84
1743957686805,56.82
1743957759978,56.82
1743957833750,56.86
1743957905760,56.84
1743957971469,56.8
1743958043481,56.85
1743958109880,56.83
1743958176274,56.87
1743958242682,56.88
1743958309730,56.84
1743958375479,56.86
1743958441876,56.82
1743958508276,56.89
1743958707462,56.86
1743958773864,56.86
1743958840269,56.84
1743958906667,56.87
1743958973660,56.87
1743959039460,56.83
1743959105866,56.88
1743959177859,56.84
1743959244256,56.86
1743959310963,56.87
1743959377550,56.88
1743959443460,56.88
1743959509851,56.82
1743959576254,56.88
1743959642651,56.86
1743959775459,56.88
1743959841858,56.83
1743959908257,56.86
1743959974649,56.88
1743960041570,56.88
1743960107452,56.87
1743960240294,56.85
1743960385347,56.85
1743960458450,56.86
1743960531585,56.84
1743960604687,56.89
1743960676680,56.87
1743960743840,56.83
1743960809482,56.86
1743960875875,56.85
1743960942278,56.84
1743961008679,56.88
1743961075760,56.91
1743961141474,56.89
1743961207875,56.85
1743961340680,56.84
1743961407820,56.88
1743961473484,56.85
1743961539878,56.82
1743961606268,56.84
1743961672680,56.89
1743961739760,56.88
1743961805480,56.88
1743961949477,56.9
1743962015869,56.88
1743962082274,56.88
1743962148665,56.87
1743962215710,56.87
1743962281469,56.88
1743962347868,56.88
1743962480665,56.87
1743962547640,56.89
1743962613458,56.88
1743962679859,56.9
1743962746261,56.9
1743962812659,56.88
1743962879530,56.89
1743962945455,56.91
1743963078255,56.83
1743963144652,56.86
1743963216660,56.87
1743963283500,56.95
1743963349451,56.9
1743963415854,56.87
1743963482250,56.9
1743963548652,56.88
1743963615480,56.87
1743963681546,56.9
1743963747851,56.92
1743963814252,56.92
1743963880655,56.9
1743963947550,56.88
1743964013454,56.9
1743964079853,56.86
1743964146267,56.88
1743964279730,56.89
1743964345479,56.98
1743964478289,56.92
1743964550267,56.91
1743964616666,56.92
1743964683760,56.93
1743964749469,56.93
1743964815871,56.94
1743964882264,56.97
1743964948675,56.95
1743965015590,56.93
1743965081462,56.89
1743965147861,56.92
1743965214258,56.9
1743965280762,56.94
1743965347710,56.95
1743965480850,57
1743965613168,57.02
1743965679567,57.03
1743965745962,57
1743965812362,56.99
1743965878763,56.97
1743965945170,56.93
1743966077959,57.01
1743966144360,57.03
1743966210763,57.01
1743966277158,57.04
1743966343558,57.02
1743966409962,57.01
1743966476359,57.01
1743966542757,57.09
1743966609151,57.12
1743966675547,57.09
1743966741952,57.16
1743966808348,57.19
1743966941149,57.19
1743967007550,57.13
1743967073947,57.1
1743967140377,57.17
1743967206747,57.17
1743967339547,57.14
1743967405946,57.08
1743967472349,57.11
1743967538743,57.1
1743967605145,57.13
1743967671547,57.1
1743967737951,57.13
1743967804374,57.08
1743967870773,57.09
1743967937175,57.12
1743968003562,57.1
1743968069970,57.12
1743968136374,57.11
1743968202763,57.14
1743968269165,57.15
1743968335571,57.12
1743968401969,57.17
1743968468365,57.15
1743968601156,57.2
1743968667559,57.21
1743968733962,57.17
1743968799317,57.16
1743968865725,57.17
1743968932116,57.22
1743968998522,57.21
1743969064924,57.22
1743969197718,57.17
1743969264121,57.2
1743969330519,57.17
1743969396913,57.22
1743969463318,57.2
1743969529723,57.22
1743969596122,57.21
1743969662525,57.25
1743969728916,57.21
1743969795323,57.21
1743969928118,57.24
1743969994518,57.25
1743970060916,57.24
1743970127311,57.25
1743970193718,57.21
1743970260118,57.22
1743970326510,57.19
1743970459300,57.18
1743970525716,57.16
1743970592113,57.19
1743970658501,57.2
1743970724901,57.16
1743970791306,57.22
1743970857698,57.23
1743970929704,57.21
1743970996105,57.2
1743971062504,57.19
1743971128897,57.24
1743971195299,57.22
1743971261700,57.25
1743971328980,57.27
1743971394497,57.25
1743971460906,57.26
1743971527321,57.23
1743971660116,57.25
1743971726523,57.29
1743971792913,57.29
1743971859315,57.29
1743971925714,57.29
1743971992111,57.26
1743972058504,57.29
1743972124912,57.29
1743972257713,57.29
1743972324103,57.31
1743972390501,57.27
1743972456909,57.3
1743972523305,57.26
1743972589705,57.31
1743972656100,57.27
1743972722499,57.28
1743972788907,57.26
1743972855300,57.31
1743972921696,57.29
1743972988990,57.27
1743973054501,57.31
1743973120893,57.31
1743973187289,57.32
1743973253703,57.33
1743973386714,57.28
1743973519802,57.29
1743973586197,57.32
1743973652592,57.31
1743973718993,57.3
1743973785395,57.33
1743973851796,57.32
1743973918193,57.33
1743973984612,57.34
1743974117389,57.32
1743974183793,57.29
1743974250191,57.3
1743974316585,57.28
1743974382984,57.29
1743974515795,57.31
1743974582182,57.31
1743974786989,57.32
1743974858985,57.34
1743974932870,57.34
1743975005193,57.31
1743975078296,57.31
1743975151619,57.29
1743975223423,57.3
1743975289820,57.31
1743975356220,57.32
1743975422614,57.32
1743975489220,57.31
1743975621826,57.31
1743975688230,57.32
1743975754621,57.29
1743975821200,57.33
1743975887421,57.3
1743975953824,57.33
1743976020355,57.33
1743976086617,57.35
1743976219424,57.35
1743976352221,57.39
1743976418615,57.35
1743976485170,57.39
1743976551422,57.38
1743976617818,57.39
1743976684216,57.39
1743976750612,57.37
1743976817760,57.37
1743976883408,57.4
1743976949814,57.38
1743977016214,57.4
1743977082608,57.38
1743977149400,57.4
1743977215407,57.4
1743977281809,57.44
1743977348207,57.4
1743977481150,57.41
1743977547410,57.42
1743977613811,57.4
1743977680217,57.42
1743977746617,57.43
1743977813120,57.45
1743977879415,57.41
1743977945812,57.42
1743978078607,57.43
1743978145400,57.43
1743978211659,57.43
1743978277813,57.47
1743978344210,57.45
1743978410615,57.47
1743978543406,57.47
1743978609812,57.45
1743978676222,57.46
1743978742634,57.49
1743978809330,57.49
1743978875430,57.47
1743979008227,57.47
1743979074624,57.48
1743979141320,57.51
1743979207432,57.5
1743979340223,57.51
1743979406629,57.53
1743979471995,57.51
1743979538394,57.51
1743979604796,57.5
1743979671194,57.52
1743979737603,57.52
1743979803998,57.52
1743979870397,57.53
1743979936790,57.54
1743980003199,57.53
1743980069590,57.56
1743980135994,57.54
1743980202412,57.56
1743980268789,57.57
1743980335203,57.56
1743980401813,57.54
1743980467997,57.59
1743980600792,57.58
1743980667194,57.54
1743980733583,57.58
1743980799983,57.6
1743980866390,57.59
1743980932786,57.61
1743980999182,57.57
1743981065579,57.61
1743981198504,57.6
1743981265900,57.63
1743981331733,57.6
1743981398970,57.61
1743981464498,57.61
1743981530895,57.63
1743981597299,57.64
1743981663706,57.66
1743981730920,57.65
1743981796498,57.63
1743981862898,57.64
1743981995698,57.64
1743982062940,57.66
1743982128488,57.64
1743982194893,57.63
1743982261297,57.68
